189																																																																																																																																																																																													
5237	2.3181078	0.22010958	-0.04841423	0.6810177	0.45737883	0.6683271	0.6935749	0.68708515	1.0297226	1.16331	0.98392314	0.81432015	-0.24280635	-0.26587802	-0.2647206	-0.1691248	-0.20875786	-0.31217307	-0.13469303	-0.11842641	-0.13151507	-0.23066631	-0.2951878	-0.23021184	-0.1494135	-0.22949359	-0.08375775	-0.32690337	-0.18053438	-0.21734127	-0.26233187	-0.4184573	-0.36446846	-0.38670322	-0.38207147	-0.29988715	-0.3991918	-0.33049813	-0.36759928	-0.3364902	-0.38434383	0.3603392	-0.20470977	-0.25691143	-0.21189374	-0.2905114	-0.13691163	0.025115944	-0.11354178	-0.03507462	-0.007793687	-0.002293625	0.015989518	-0.07734183	-0.058232173	-0.015573806	-0.064719714	-0.19333264	0.048828807	0.03444192	0.01751962	0.013755148	-0.34555927	-0.13344449	-0.29054782	-0.06983269	-0.20290866	-0.19043988	-0.13207951	-0.31224823	-0.13915485	-0.23769929	-0.1366623	-0.3317418	-0.3826353	-0.35841134	-0.34009385	-0.36788663	-0.3787202	-0.38359022	-0.27113914	-0.3750727	-0.38301843	-0.37544456	-0.38127914	-0.4506709	-0.45569226	-0.4461159	-0.19558749	-0.42810753	-0.28384966	-0.042508323	-0.3083838	-0.27178395	0.10871816	0.29406017	0.43923607	0.7687895	-0.2269413	0.096593	-0.38252902	-0.4039997	-0.29045615	-0.32277215	-0.1097723	-0.119605765	-0.106202364	-0.16510051	-0.1846809	-0.2536236	-0.18230936	0.031291336	0.9014436	1.2308003	-0.15872179	0.07269212	0.39424655	0.3668734	-0.42805204	-0.20972444	-0.26224363	-0.05803562	-0.024122825	-0.059088264	0.17268817	-0.049785737	-0.055571906	0.07308898	0.19708724	-0.066623025	-0.057156462	-0.03749679	-0.044421803	0.081399925	-0.026259623	-0.057678994	0.012233293	0.002142726	-0.05001272	-0.048509873	-0.039256733	-0.05467754	-0.016845867	-0.03782779	-0.048664827	-0.0522035	-0.02953918	0.3293454	-0.061727297	-0.051978942	0.055068064	-0.05906425	-0.031447325	0.014688928	-0.025106866	-0.05350921	-0.02642018	0.16890307	-0.01772012	-0.0560749	0.11827509	-0.031754293	0.19216475	0.15580574	-0.05604077	-0.020278476	0.127004	0.3810838	0.39117324	0.8279606	0.20429367	0.22880368	0.28474498	0.298281	0.18182115	0.289046	0.19295993	0.24044213	0.21350275	0.1538565	0.24156913	0.24339947	0.20040672	0.22565188	0.17487386	-0.06496472	1.8802652	0.27623072	0.35194245
94Seori	0.22010958	1.4497172	-0.08082268	0.3069665	0.23659486	0.31096715	0.31226474	0.31193987	0.116631344	0.10388131	0.11211134	0.1251833	-0.039165627	-0.048653852	-0.04174071	-0.06632129	-0.03960936	-0.048601277	-0.017268986	-0.04211752	-0.018766167	-0.002716853	-0.014742888	0.029430483	0.032178383	0.016507862	-0.009790164	-0.24785312	-0.13882701	-0.17352405	-0.19648601	-0.30579972	-0.27758294	-0.29928723	-0.2862112	-0.23959124	-0.29433006	-0.26181605	-0.28854892	-0.2629246	-0.30212554	0.15030606	-0.097488545	-0.120777465	-0.11246797	-0.1654011	-0.07813832	0.1135135	-0.00848051	0.092729166	0.04175706	0.017800229	0.036452502	0.092035346	0.038919814	0.026834432	0.047953438	-0.15384583	0.06277129	0.018247599	0.01057716	0.023177497	-0.2421134	-0.098304756	-0.19721945	-0.064216755	-0.17558354	-0.16998456	-0.11382796	-0.25343594	-0.07261377	-0.17845276	-0.1251818	-0.26203477	-0.31120706	-0.3040698	-0.24961226	-0.30091992	-0.303753	-0.30327153	-0.21856162	-0.30629602	-0.31537315	-0.29623878	-0.28674814	-0.34845412	-0.34082454	-0.33712634	-0.17705527	-0.3148161	-0.2352085	-0.11006737	-0.24889195	-0.23309366	-0.2594508	-0.1713455	-0.044269595	-0.11533761	-0.1857206	-0.01483315	-0.30704713	-0.3054316	-0.23347758	-0.28042507	-0.09809505	-0.044483636	-0.06594197	-0.10045573	-0.12077139	-0.22571088	0.006144772	0.07396855	0.12346362	0.16339538	-0.08221125	-0.013148621	-0.09585058	-0.04052397	-0.33353797	-0.17810714	-0.22080143	-0.011614414	0.018826822	-0.009580934	0.13479878	0.005823515	-0.008283777	0.07474781	0.14605449	-0.007739662	-0.002343201	6.25E-04	0.003521465	0.08561714	-0.005075494	-0.007826062	0.08443045	0.10588567	-0.011512985	-0.003163551	0.001795416	-0.006634079	0.003000954	-0.005486574	-9.55E-04	-0.015946401	-0.012470641	0.3170963	-0.006303115	-0.004523027	0.06387654	-0.010596238	-0.009937237	0.017925877	-0.00243105	0.002496803	-0.009009657	0.14212693	-0.00269067	-0.009629431	0.10104604	-0.010947642	0.14395286	0.13262105	-0.00655339	0.0053129	0.35950118	0.74760807	0.62929326	0.29612494	0.36914277	0.41200957	0.62409884	0.47716677	0.41516235	0.6429009	0.4461673	0.49262995	0.348111	0.29570523	0.4399019	0.43463895	0.28703412	0.41011187	0.33238435	-0.10529874	0.19539325	0.6333219	0.39539313
Bangsa	-0.04841423	-0.08082268	1.7289647	-3.67E-04	-8.91E-04	0.004261149	0.002761442	-1.46E-04	-0.15554075	-0.13546987	-0.13388795	-0.13313313	-0.16713777	-0.15095966	-0.15685017	-0.13638125	-0.15124853	-0.15902211	-0.10051666	-0.10410524	-0.13675363	-0.18152435	-0.21293317	-0.20325468	-0.12658857	-0.20156962	-0.06555947	0.007080509	0.035953626	0.004687764	0.0322618	0.055058666	0.03514551	0.022378134	0.022175508	0.086968675	0.10911903	0.12075536	0.11499651	0.22183104	0.20106119	0.041585997	0.12024531	0.10819876	0.14237028	0.18900798	0.13496	0.25627708	0.14205322	0.13403709	0.0706685	0.0295868	0.011674622	0.20479089	0.110014305	0.023921406	0.13115475	0.08927525	0.0511151	0.014145351	0.009967564	0.019041965	0.055310965	0.006994388	0.026985833	0.025798282	0.10277866	0.11051938	0.016977154	0.07075089	0.025787126	0.13673739	0.07471368	0.22224227	0.19278397	0.16804181	0.09047133	0.18996188	0.18356606	0.21433844	0.13328893	0.19483326	0.20065723	0.1564075	0.09134122	0.098100774	0.028772602	0.054961402	0.014031841	0.041104488	0.10329712	0.027224809	0.09035019	0.09500736	0.07192933	0.07619796	0.06455748	0.051160354	0.059627194	8.56E-04	-0.016868943	0.00735164	0.003530428	0.15469302	0.037290007	-0.027066948	0.01635751	0.06491581	0.103670895	0.12907517	-0.08735409	-0.00461979	0.01019702	-0.002444125	-0.037059892	-0.043319073	-0.09200251	-0.07345051	-0.10773587	0.37976363	-0.06916576	-0.15130599	-0.12827243	-0.15921482	-0.046311595	-0.15086661	-0.15755382	-0.11692912	-0.06486306	-0.14169052	-0.13092816	-0.1269433	-0.13951138	-0.102436654	-0.08763593	-0.16188714	0.04323247	-0.08516626	-0.1458773	-0.13384315	-0.0840946	-0.102049656	-0.05155602	-0.06565285	-0.15293619	-0.1454557	-0.095015086	0.035528358	-0.14795536	-0.12917806	-0.08187713	-0.12389189	-0.07727935	0.001740198	-0.06594576	-0.10996933	-0.09972125	-0.0622992	-0.031515885	-0.12463939	-0.09871433	-0.09514458	-0.06562666	-0.079626694	-0.1525677	-0.041305125	-0.047233336	-0.08249396	-0.10067743	-0.049456555	-0.008889786	-0.09750689	-0.0842233	-0.062036786	-0.048774827	-0.0796254	-0.06093018	-0.08622318	0.004708171	-0.063133314	-0.09578562	-0.09357649	-0.030230453	-0.104765624	-0.06770179	0.013447971	-0.034566894	-0.08409517	-0.012175032
Bangsa25	0.6810177	0.3069665	-3.67E-04	2.235784	1.4722973	2.1072946	2.1676474	2.1600404	0.2005969	0.28429076	0.18072674	0.16113701	-0.2435047	-0.26383412	-0.26215065	-0.19721235	-0.19832473	-0.30055833	-0.13373503	-0.13867897	-0.16251688	-0.2180611	-0.2647579	-0.22601195	-0.14332263	-0.21859182	-0.08134782	-0.28474867	-0.15228538	-0.17750119	-0.21389136	-0.35822058	-0.32196054	-0.34638563	-0.33841175	-0.32772008	-0.41565815	-0.36015382	-0.3625779	-0.31932855	-0.40104756	0.3966334	-0.20773898	-0.2077083	-0.20805222	-0.26900434	-0.12324983	0.11646144	-0.08388879	0.020527836	-0.013090638	-0.011317862	0.001550095	-0.020839265	-0.06473563	-0.014328158	-0.043945212	-0.17050347	0.02810698	0.015971132	-0.003854724	-0.006088977	-0.32159218	-0.13209873	-0.26663497	-0.07173736	-0.23147312	-0.20948483	-0.11155755	-0.28988627	-0.17624328	-0.22987632	-0.13651974	-0.32612237	-0.37774065	-0.36240342	-0.3252408	-0.38414943	-0.37526748	-0.38740066	-0.26247805	-0.3814062	-0.3868546	-0.3674726	-0.34942868	-0.39499465	-0.44125816	-0.4091219	-0.1932246	-0.42621553	-0.29763064	-0.044101465	-0.29732037	-0.27149963	-0.24898815	-0.16242328	0.008735709	0.021566516	-0.22189826	0.28498492	-0.39036578	-0.40562984	-0.28607553	-0.30293936	-0.10054142	-0.104044005	-0.10465536	-0.14871019	-0.1824569	-0.23138125	-0.13200243	-0.009702811	0.334978	0.4556764	-0.13608912	0.03238765	-0.063103534	-0.006687425	-0.46054298	-0.16140282	-0.2938655	-0.013168495	0.017785225	-0.011336238	0.27124965	-0.018711781	-0.009944569	0.156585	0.31293532	-0.018591402	-0.024210935	-0.017531583	-5.61E-04	0.16574684	-0.019988146	-0.009160578	0.056611337	0.03229105	-0.017223429	-0.018688845	-0.012954257	-0.038167577	-0.015143941	-0.020851556	0.002196403	-0.01068163	-0.017524462	0.5431173	-0.020555383	-0.02060995	0.110165045	-0.017194659	-0.034173053	0.04049313	-0.001842828	-0.024426877	-0.018326413	0.27805534	-0.008597456	-0.027472904	0.20154981	-0.02127595	0.31021085	0.24235168	-0.009589406	0.001196166	0.15862793	0.4467186	0.43301335	0.66320753	0.26247844	0.25058764	0.30746835	0.28515428	0.21277231	0.31549853	0.21701631	0.249964	0.17908147	0.14732474	0.22420563	0.23186176	0.16646697	0.2393147	0.19941849	-0.095189646	0.5889002	0.31083	0.35901988
Bangsa63	0.45737883	0.23659486	-8.91E-04	1.4722973	1.5333806	1.46079	1.4905453	1.4874659	0.13304539	0.18213059	0.11290656	0.115370065	-0.18347181	-0.18931973	-0.18343864	-0.13603164	-0.15555821	-0.2144248	-0.100432046	-0.0986308	-0.11038476	-0.15632722	-0.19274499	-0.17215249	-0.10408881	-0.15699054	-0.063884646	-0.19830932	-0.10937307	-0.13439669	-0.14950114	-0.25088254	-0.23270711	-0.24316491	-0.23850864	-0.24072117	-0.29988182	-0.26268676	-0.2615555	-0.228762	-0.28179237	0.25864425	-0.15081245	-0.15109438	-0.15002134	-0.18869357	-0.08981839	0.08553642	-0.0566959	0.019650316	-0.013638988	-0.006783106	0.002635901	-0.013645223	-0.047623284	-0.008302789	-0.0394881	-0.11902978	0.008367842	0.008101679	1.62E-04	-0.003031821	-0.22743808	-0.10138129	-0.19506621	-0.05474616	-0.16142508	-0.16127637	-0.0905746	-0.21344696	-0.12819456	-0.16162312	-0.10048736	-0.23457217	-0.26640993	-0.25744137	-0.22865899	-0.26972046	-0.26321465	-0.2697035	-0.19474141	-0.27414757	-0.27453718	-0.25474	-0.24420549	-0.2741246	-0.3043508	-0.28688878	-0.14323847	-0.2958034	-0.21233922	-0.029069835	-0.21140838	-0.2025898	-0.17675523	-0.11662216	0.002888541	0.018449886	-0.16820124	0.20202662	-0.27828866	-0.29396167	-0.20728114	-0.20808731	-0.06921888	-0.07613281	-0.07537099	-0.11407062	-0.1293776	-0.157659	-0.09583907	-0.003089421	0.23281246	0.30670142	-0.09841198	0.024032889	-0.049250703	-0.003966075	-0.3282791	-0.11031512	-0.21920595	-0.014355801	0.022020886	-0.013511485	0.19743901	-0.01538066	-0.009237564	0.1033524	0.2165247	-0.012289104	-0.015321266	-0.010144576	-0.00324953	0.11326245	-0.008949792	-0.011692382	0.04639427	0.028376454	-0.011422752	-0.013994266	-5.93E-04	-0.025826637	-0.004020022	-0.005972397	-0.006057867	-0.00819852	-0.014765512	0.3803538	-0.016693583	-0.010040286	0.07861667	-0.006975695	-0.025510425	0.02801825	-0.00265164	-0.014139433	-0.011306169	0.1942018	-0.004300378	-0.016903412	0.14511234	-0.014099808	0.21724845	0.174137	-0.009814643	0.00928651	0.12908527	0.31406817	0.29410955	0.44667664	0.18374069	0.17550544	0.21406393	0.19914787	0.17060797	0.2259018	0.1703265	0.17789838	0.123680614	0.116946615	0.15097095	0.15662806	0.117695995	0.16799287	0.15206347	-0.07233481	0.4089138	0.22233509	0.24177752
Bangsa73	0.6683271	0.31096715	0.004261149	2.1072946	1.46079	2.2008512	2.136906	2.1275487	0.19303092	0.26954255	0.16632062	0.1508746	-0.24028051	-0.26149246	-0.26177397	-0.19136895	-0.19886598	-0.30224416	-0.13567792	-0.13706018	-0.158988	-0.21239781	-0.26374754	-0.22315106	-0.14250647	-0.21795389	-0.0781189	-0.28543353	-0.15082648	-0.17551495	-0.21029745	-0.35236734	-0.31837657	-0.3409209	-0.33272082	-0.32223552	-0.41563553	-0.35601744	-0.35765424	-0.31755346	-0.39795658	0.3915981	-0.20383452	-0.20488328	-0.20384961	-0.26043767	-0.12013375	0.111949146	-0.07944085	0.019639488	-0.012941	-0.008443232	0.003282441	-0.017461719	-0.062265676	-0.014473814	-0.04364616	-0.17153402	0.028293872	0.017102834	0.001260313	-0.002139177	-0.3175807	-0.12928857	-0.26401645	-0.07019379	-0.2314863	-0.20999768	-0.11435648	-0.29181772	-0.17319706	-0.23228103	-0.13431782	-0.32267386	-0.37582225	-0.35766017	-0.3248499	-0.3810551	-0.3697353	-0.38433096	-0.26315534	-0.3809153	-0.3847318	-0.35762876	-0.34938878	-0.39338905	-0.43984157	-0.40576866	-0.19060756	-0.42694643	-0.2953355	-0.045220204	-0.29888	-0.26903686	-0.25313312	-0.16499768	0.001898594	0.012681051	-0.22078823	0.28293017	-0.3832942	-0.4014201	-0.28293416	-0.2982482	-0.09859052	-0.10445435	-0.10104177	-0.14904588	-0.1767459	-0.23280534	-0.12615272	-0.007134149	0.33392856	0.44199604	-0.13386448	0.036020856	-0.06485904	-0.004869823	-0.45544025	-0.16007987	-0.29342744	-0.007087102	0.021296548	-0.007869944	0.26870027	-0.015006448	-0.002285376	0.15606403	0.30776742	-0.01787309	-0.020924112	-0.011600305	0.005771779	0.16124	-0.010469392	-0.007659134	0.05232254	0.03326728	-0.01275164	-0.018241806	-0.006585438	-0.035118025	-0.01111657	-0.019706415	0.003191132	-0.007000144	-0.017125221	0.5331133	-0.017213857	-0.015607427	0.11094023	-0.012564132	-0.030427868	0.04596543	0.001069447	-0.018336082	-0.01456037	0.27100247	-0.009904103	-0.025771586	0.19745024	-0.018000154	0.30158558	0.24085927	-0.004009469	0.003234606	0.15872985	0.4397763	0.4243349	0.65520966	0.2599121	0.24425621	0.30521834	0.2852226	0.21690059	0.31081504	0.2206324	0.24811025	0.1737075	0.14862932	0.21693136	0.22686991	0.16793776	0.23530152	0.19669123	-0.09835355	0.5687233	0.31637314	0.34220564
Bangsa74	0.6935749	0.31226474	0.002761442	2.1676474	1.4905453	2.136906	2.2626598	2.1912267	0.19731595	0.28270292	0.17608996	0.15558687	-0.24750091	-0.2690934	-0.26834342	-0.20034134	-0.20424575	-0.3045375	-0.13830267	-0.14029104	-0.1639637	-0.21774942	-0.27041313	-0.23014665	-0.14500734	-0.22373015	-0.07887639	-0.28790456	-0.1554524	-0.17878942	-0.21691674	-0.36368594	-0.32723024	-0.3498691	-0.34246832	-0.32817265	-0.4213199	-0.36289036	-0.36814666	-0.32248384	-0.40462825	0.4060087	-0.20666645	-0.20849063	-0.20603205	-0.26935574	-0.12067819	0.115413114	-0.08399447	0.016546046	-0.012296818	-0.009900686	0.002464024	-0.01967354	-0.065068215	-0.016966186	-0.045055512	-0.17291535	0.032844536	0.01797589	-0.003301735	-0.004679207	-0.3263923	-0.13514248	-0.2717979	-0.07433182	-0.23732686	-0.2147718	-0.11630536	-0.29253238	-0.17537053	-0.23320487	-0.13643497	-0.32566044	-0.37939292	-0.362112	-0.33033094	-0.38877052	-0.3802224	-0.39060196	-0.26574552	-0.3854716	-0.38998374	-0.36877844	-0.35084113	-0.39833906	-0.44163242	-0.41034335	-0.19599596	-0.42835778	-0.29849467	-0.040889796	-0.3007327	-0.2711099	-0.25030732	-0.16532092	0.008097841	0.021518547	-0.22192667	0.2968319	-0.3920985	-0.40475744	-0.28918815	-0.30307952	-0.10217393	-0.10465488	-0.103023484	-0.15008609	-0.18183872	-0.23180585	-0.13247031	-0.010436531	0.3391148	0.456476	-0.13866359	0.03674432	-0.063418254	-0.003867454	-0.46566248	-0.1629107	-0.29787385	-0.012863826	0.012903657	-0.01424421	0.27349663	-0.017635928	-0.00885148	0.15927798	0.3164159	-0.022395853	-0.027203318	-0.019890072	-0.00179806	0.16613556	-0.019344995	-0.013372319	0.055934057	0.030653404	-0.015810287	-0.020414112	-0.015782736	-0.03897393	-0.014663753	-0.022118222	-7.84E-04	-0.012851605	-0.019446436	0.55047274	-0.023197489	-0.021156559	0.112364694	-0.019782003	-0.032392718	0.041201588	-0.00290048	-0.02735103	-0.019263115	0.27785528	-0.009319373	-0.029436339	0.20253623	-0.023371357	0.30963087	0.24554928	-0.010094898	0.001076269	0.16030559	0.45471498	0.43530878	0.6798142	0.2652052	0.2582357	0.30964434	0.28875262	0.21541664	0.31912482	0.21872362	0.2545447	0.17757598	0.15197554	0.22598305	0.23454906	0.17039879	0.24410301	0.20256312	-0.09321641	0.5874019	0.31474948	0.35657385
Bangsa84	0.68708515	0.31193987	-1.46E-04	2.1600404	1.4874659	2.1275487	2.1912267	2.253289	0.19489375	0.27935407	0.1766558	0.15545301	-0.24537382	-0.2688826	-0.26475745	-0.19900046	-0.19997747	-0.3087454	-0.13376363	-0.14024037	-0.162858	-0.21849087	-0.26804656	-0.22795345	-0.14813936	-0.22407798	-0.08153682	-0.29021287	-0.15553331	-0.17910448	-0.21659368	-0.36429453	-0.32899615	-0.34988332	-0.34321603	-0.32860085	-0.4228062	-0.3626393	-0.36752623	-0.32280466	-0.40874404	0.40684867	-0.20799586	-0.20380448	-0.20711555	-0.26699692	-0.12136096	0.11507237	-0.082895204	0.015278543	-0.013753106	-0.010483381	0.002783722	-0.016495168	-0.06593698	-0.014556639	-0.0412226	-0.1745616	0.03499881	0.018453872	-8.60E-04	-0.003494335	-0.32643723	-0.13701583	-0.26967144	-0.07199622	-0.23865418	-0.21420513	-0.113066256	-0.29869127	-0.17720738	-0.23528227	-0.13745701	-0.32852492	-0.38366893	-0.3647675	-0.33275533	-0.3899438	-0.38253263	-0.3909733	-0.26638174	-0.38764685	-0.39161652	-0.3705324	-0.35493645	-0.40143093	-0.4480736	-0.414522	-0.19280286	-0.43122536	-0.30078715	-0.0409947	-0.30009377	-0.27159458	-0.25612515	-0.16754638	0.007705792	0.018210912	-0.22443976	0.29659557	-0.39483076	-0.4104836	-0.29210487	-0.303989	-0.100871846	-0.1039406	-0.10304643	-0.14931093	-0.179356	-0.23584495	-0.13703363	-0.00646742	0.33633584	0.452156	-0.13896042	0.038841534	-0.065066986	-0.002607056	-0.4686268	-0.16673805	-0.2956086	-0.008192902	0.020421827	-0.009181388	0.2748387	-0.014445226	-0.002834098	0.16196975	0.3153436	-0.014900597	-0.022500748	-0.014920191	0.006086799	0.16562693	-0.012673852	-0.00545789	0.0547007	0.034214325	-0.012484675	-0.015951224	-0.009654271	-0.03311152	-0.014600648	-0.02041657	0.006045423	-0.004850178	-0.015829591	0.5516422	-0.01736867	-0.016706698	0.11187172	-0.013319458	-0.031051842	0.04531165	-0.002237277	-0.021632848	-0.015256098	0.2771061	-0.009676707	-0.02588882	0.20049919	-0.0192892	0.30879447	0.24911015	-0.002934819	0.00173423	0.16226576	0.45819718	0.43865436	0.6708551	0.26730618	0.24932608	0.3104508	0.28622642	0.21435346	0.31575084	0.21601038	0.25601503	0.17284688	0.14718798	0.22403347	0.22906342	0.16704851	0.23715565	0.19869965	-0.09302324	0.5872329	0.31382126	0.35730588
DB003	1.0297226	0.116631344	-0.15554075	0.2005969	0.13304539	0.19303092	0.19731595	0.19489375	1.8363982	1.5791277	1.4781969	1.065421	0.2656056	0.17741233	0.3219304	0.17166838	0.22587843	0.2144563	0.15929234	0.12900445	0.20763686	0.22936526	0.26481965	0.23052752	0.17626385	0.27218792	0.06137723	-0.21774162	-0.11692646	-0.14503293	-0.15227664	-0.25664288	-0.21025062	-0.23346831	-0.22838727	-0.133386	-0.16942835	-0.17091662	-0.14699766	-0.30357367	-0.27690345	0.16876031	-0.16913593	-0.09239207	-0.16599086	-0.23534943	-0.16535242	-0.08598903	-0.085447416	-0.04732258	-0.00474749	-0.018999014	-0.010519509	-0.076632746	-0.050373964	-0.029051047	-0.09397909	-0.21010257	-0.027606947	0.001732216	0.011141149	-1.17E-04	-0.17716499	-0.079505116	-0.16285357	-0.03312168	-0.13319474	-0.13186279	-0.107604064	-0.2482384	-0.004829299	-0.20515801	-0.14452004	-0.32775658	-0.32594556	-0.3055741	-0.21155573	-0.2530558	-0.26590586	-0.26974118	-0.19338892	-0.26020333	-0.26219302	-0.28093567	-0.313777	-0.29099992	-0.2565318	-0.28497732	-0.118871465	-0.23625912	-0.17964877	-0.06370216	-0.18114078	-0.16310285	0.015375991	0.20009434	0.27971143	0.5377347	-0.1512178	-0.004739705	-0.2695703	-0.27178448	-0.19237746	-0.2614788	-0.08841767	-0.051361922	-0.045160938	-0.09743816	-0.100487456	-0.24124746	-0.08636793	0.06412088	0.4056423	0.6318733	-0.033015277	0.051580343	0.17867172	0.20241836	-0.09401718	-0.33291376	-0.059613787	-0.09607568	-0.08391226	-0.09550508	-0.018079318	-0.08691044	-0.095984094	-0.05429995	-0.014013344	-0.08426702	-0.0793388	-0.0554349	-0.09074328	-0.05852854	-0.03156848	-0.09340834	0.015886607	-0.0425536	-0.08316252	-0.08000666	-0.055728868	-0.070694216	-0.028703362	-0.05622822	-0.09359204	-0.091614984	-0.04805393	0.07054252	-0.09189031	-0.07687631	-0.055614963	-0.07817251	-0.045481168	-0.043042354	-0.043351997	-0.06857627	-0.051308922	-0.004088113	-0.023042573	-0.07738644	-0.04442098	-0.057023667	-0.010959981	0.006029073	-0.09961944	-0.02316506	0.047425088	0.12660185	0.16541325	0.39860085	-0.00679649	-0.063438535	0.06784124	0.075844646	0.05171182	0.07512744	0.055571046	0.005580644	0.007066599	-0.03446844	-0.019952862	-0.013504931	-0.001210988	-0.05366566	-0.03840116	0.062132534	0.85950184	0.06749227	0.11594568
DB004	1.16331	0.10388131	-0.13546987	0.28429076	0.18213059	0.26954255	0.28270292	0.27935407	1.5791277	1.9271703	1.3493106	0.9979762	0.22229235	0.16079363	0.28087494	0.13131657	0.18899536	0.19216992	0.14268036	0.10347575	0.17747346	0.17491159	0.19090092	0.1668689	0.15222222	0.24003233	0.043485895	-0.21580501	-0.11652869	-0.13887759	-0.14705487	-0.2491479	-0.20067495	-0.22902556	-0.22668304	-0.123043336	-0.16321224	-0.15428725	-0.14134014	-0.28564563	-0.27386817	0.21210885	-0.15779316	-0.0808329	-0.17957911	-0.2352756	-0.16234219	-0.05505384	-0.087367825	-0.059788205	-0.016347202	-0.025433963	-0.019237297	-0.11531279	-0.08159545	-0.05258602	-0.1347016	-0.21039285	-0.03151643	-7.18E-05	0.005546812	-0.014720197	-0.17598584	-0.07964311	-0.15948178	-0.03445084	-0.11136214	-0.110789284	-0.09979644	-0.24185477	-0.014455453	-0.1926431	-0.14402993	-0.31051534	-0.31062272	-0.2963372	-0.2128941	-0.2689257	-0.27935353	-0.28203467	-0.20084101	-0.27829045	-0.281063	-0.27995685	-0.29797527	-0.27380955	-0.24282853	-0.2666328	-0.11353005	-0.2202233	-0.16787493	-0.047674213	-0.17189743	-0.1504913	0.052621488	0.21029876	0.2641122	0.5378933	-0.13927568	0.01263037	-0.26991436	-0.26812118	-0.18353409	-0.232796	-0.07797876	-0.049644355	-0.036461547	-0.082272135	-0.08795219	-0.2285496	-0.103116184	0.06522712	0.45109335	0.71046966	-0.017844789	0.104481794	0.2292064	0.26241744	-0.07833153	-0.32752085	-0.05012714	-0.13326612	-0.10307353	-0.1360939	0.03897237	-0.13129734	-0.1319079	-0.036631513	0.053843986	-0.10902652	-0.11274328	-0.08477313	-0.115214	-0.028662339	-0.051441617	-0.13040784	0.013537547	-0.058084793	-0.115037225	-0.11175036	-0.070545495	-0.0922636	-0.0373385	-0.06563473	-0.12795594	-0.12324134	-0.07189318	0.13176978	-0.1280323	-0.108761765	-0.041048143	-0.10689267	-0.0667304	-0.022029342	-0.053499535	-0.0882096	-0.071919635	0.050158672	-0.03484763	-0.10082078	-0.0021912	-0.06882375	0.056578957	0.032128673	-0.13801497	-0.029171202	0.043444138	0.118312374	0.17293128	0.47656897	0.013749879	-0.101112194	0.054535322	0.039355233	0.04541002	0.058247667	0.03978658	-0.01645462	-0.025290444	-0.05873116	-0.057836927	-0.049896114	-0.01077213	-0.08387446	-0.07224507	0.05716536	0.97164524	0.055090748	0.15917581
